filename,mean_R,mean_G,mean_B,mean_R_cnn,mean_G_cnn,mean_B_cnn,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,entropy_B
sampel21.png,191.0464836595315,180.43473755951686,162.90152911919418,1.2215254,1.2438108,1.2607752,4.345029720714004,1.2215254,0.15853979181310565,0.0022703669205003853,-0.06525201397456101,-125944.16,4.25497498291073,1.2438108,0.15892227437741765,0.00253249035806072,,-127024.55,4.064426152705699,1.2607752,0.1632832169865771,0.0029630685339168627,-0.07444425584543975,-126079.03
sampel22.png,190.7953678555399,180.0826669848687,162.47960953358546,1.2654307,1.2412581,1.2541113,4.235081013753346,1.2654307,0.1572524374048315,0.0024581061942236765,-0.08201551016582094,-129658.25,4.204965880447764,1.2412581,0.16078595864535267,0.0024926327929204826,-0.08372725093515532,-125939.48,4.0195691801315885,1.2541113,0.16553585012205904,0.002908585022906868,,-124504.875
sampel23.png,189.9992373783744,179.32126539504208,161.62941342648682,1.3085312,1.2556496,1.2902108,4.223222296325678,1.3085312,0.1532280926742845,0.0023971809720506475,-0.08665000904065168,-135422.81,4.234366735423142,1.2556496,0.1583059695971907,0.0021404578369490952,-0.08817147799368995,-128088.164,4.005220387978315,1.2902108,0.16213816990121885,0.002577045134135655,,-128666.47
sampel24.png,190.18846481422335,179.26464265533252,162.13160509599348,1.300232,1.2497551,1.2256778,4.225895801534506,1.300232,0.1539729897941001,0.0026583489106625927,-0.08244699841226101,-134360.48,4.231170203612843,1.2497551,0.15903492137062847,0.0025893680903376366,-0.12217424217274739,-127191.35,4.096199809531931,1.2256778,0.16609580158146273,0.0027713243450437275,,-121828.36
sampel25.png,189.66363315157062,178.5229425795866,160.36387560715426,1.2573416,1.2612553,1.246153,4.292180459374146,1.2573416,0.15632968965699487,0.002172467203772798,-0.085343298773698,-129460.05,4.239358252997733,1.2612553,0.15755690156645435,0.0020782967307129683,-0.09179970021316362,-129027.88,4.0829109376789,1.246153,0.16425938758168415,0.0024153485285992524,,-124362.53
sampel26.png,189.4310158142089,178.18452097142784,160.10108703665003,1.2596027,1.2142473,1.2146236,4.307896651014821,1.2596027,0.15561202626825554,0.002234150864640061,,-130218.59,4.297427301815087,1.2142473,0.16081979174694613,0.002148803703638972,-0.07954510541980228,-123752.02,4.135663597515981,1.2146236,0.16602263998347652,0.0024821277783841503,,-121007.23
sampel27.png,190.28841205222813,178.90126009231147,160.69389559818646,1.3213253,1.2639604,1.3130746,4.172986165693994,1.3213253,0.1535185070093285,0.002448224595614842,-0.07737311292766062,-135918.88,4.176869173150904,1.2639604,0.1592509475579912,0.002452654041806046,-0.12243324508633988,-128224.04,3.968581436555808,1.3130746,0.16100353283861668,0.0032451393044724756,,-131235.16
sampel28.png,190.6890394625678,179.25397214727604,161.09755539203664,1.2986856,1.2506636,1.2463895,4.217320435258291,1.2986856,0.15439309652999242,0.002874158474863792,,-134087.89,4.24419488971331,1.2506636,0.15852732814562473,0.0024511573874220556,,-127645.64,4.010427135702984,1.2463895,0.16670682337933085,0.0027940972727172227,,-122855.36
sampel29.png,190.7437249163028,179.3573690894151,161.13295666759475,1.3064137,1.2936687,1.2883965,4.26303992410095,1.3064137,0.15222335972164233,0.002340175363482261,,-135698.52,4.218236915087836,1.2936687,0.154870642538826,0.002225991870675768,0.3757284985480749,-133176.61,4.057057826072692,1.2883965,0.160588410874991,0.0026678220958125834,,-129755.055
sampel30.png,189.9699518295008,179.10891363845974,160.5596448465418,1.2539084,1.2312877,1.2420672,4.217976558899377,1.2539084,0.15900888762654772,0.002904679702252758,-0.06246061151420067,-127719.28,4.182923700753842,1.2312877,0.16259150051541724,0.0028720020639653107,-0.07938571227888597,-123946.89,3.9690130850117313,1.2420672,0.16864027968615722,0.0029248184695535775,-0.0946926374734542,-121930.516
