filename,mean_R,mean_G,mean_B
sampel21.png,191.0464836595315,180.43473755951686,162.90152911919418
sampel22.png,190.7953678555399,180.0826669848687,162.47960953358546
sampel23.png,189.9992373783744,179.32126539504208,161.62941342648682
sampel24.png,190.18846481422335,179.26464265533252,162.13160509599348
sampel25.png,189.66363315157062,178.5229425795866,160.36387560715426
sampel26.png,189.4310158142089,178.18452097142784,160.10108703665003
sampel27.png,190.28841205222813,178.90126009231147,160.69389559818646
sampel28.png,190.6890394625678,179.25397214727604,161.09755539203664
sampel29.png,190.7437249163028,179.3573690894151,161.13295666759475
sampel30.png,189.9699518295008,179.10891363845974,160.5596448465418
